,api,reported_fluid_type,lease_name,well_num,6mo_oil,6mo_time,1_mo_oil,1_mo_gas,2_mo_oil,2_mo_gas,cum_oil,cum_gas,formation,top_d,btm_d,operator,basin,td,tvd,elevation,spud_date,surf_lat,surf_long,btm_lat,btm_long,stages,total_prop,total_fluid_pumped,reported_ll,stages_2,stage_delta,initial_GOR
327,42177320710100,O,MAALI,1,15394,6,3070.0,4249.0,2748.0,3834.0,91525,125374,EAGLE FORD,11815.0,16272.0,RILEY EXPLORATION LLC,KARNES FAULT ZONE (GULF COAST BASIN),16355,11647,314.0,2009-12-21,29.1750799,-97.58462309999999,29.1707891,-97.5700692,1.0,4000000.0,91000.0,4573.0,1.0,0.0,1384.0390879478828
5710,42013352800000,O,MACO DAVIS UNIT,2H,27769,6,1965.0,1223.0,6354.0,3797.0,97145,58540,EAGLE FORD,7393.0,14836.0,CABOT OIL & GAS CORP,KARNES FAULT ZONE (GULF COAST BASIN),14926,7090,445.0,2015-02-07,28.7963028,-98.7357833,28.816794199999997,-98.74328990000001,2.0,12518000.0,182390.0,7381.0,5.0,-3.0,622.3918575063614
4010,42177334750000,O,MAD J UNIT,1H,97880,6,35678.0,45525.0,30341.0,45173.0,254595,639390,EAGLE FORD,11787.0,18139.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),18228,11887,327.0,2015-01-21,29.272386100000002,-97.4230833,29.2548474,-97.4174667,2.0,17224000.0,347288.0,6310.0,1.0,1.0,1275.9964123549526
6800,42177336940000,O,MAGOULAS UNIT,3H,132130,6,24492.0,23978.0,42677.0,52194.0,248808,516711,EAGLE FORD,11404.0,16660.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),16755,11525,347.0,2016-06-19,29.3636828,-97.3423258,29.3530691,-97.32908520000001,2.0,13798000.0,293578.0,5250.0,1.0,1.0,979.0135554466765
4012,42177329830000,O,MAHAN,1H,31936,6,772.0,133.0,10979.0,3746.0,74263,48878,EAGLE FORD,7328.0,12078.0,FOREST OIL CORP,KARNES FAULT ZONE (GULF COAST BASIN),12200,7006,367.4,2013-06-06,29.329575,-97.66395279999999,29.317784399999997,-97.65251409999999,25.0,4032180.0,58854.0,5073.0,24.0,1.0,172.279792746114
4014,42177329800000,O,MAHAN-COLWELL,1H,16809,6,3806.0,837.0,4425.0,707.0,58626,43242,EAGLE FORD,7125.0,12477.0,FOREST OIL CORP,KARNES FAULT ZONE (GULF COAST BASIN),12717,6324,373.0,2013-06-24,29.3296354,-97.6639442,29.3436235,-97.67397,28.0,4458276.0,58838.0,5818.0,27.0,1.0,219.91592222806096
6801,42311351680000,O,MAHONEY UNIT,3H,14378,6,109.0,107.0,46.0,835.0,72575,92339,EAGLE FORD,10233.0,15792.0,MARATHON OIL EF LLC,KARNES FAULT ZONE (GULF COAST BASIN),16104,10185,301.3,2012-12-25,28.6014036,-98.52767970000001,28.5837563,-98.5261475,2.0,4228000.0,71838.0,5746.0,1.0,1.0,981.651376146789
4016,42013349930000,O,MAILAHN UNIT,1H,37316,6,3922.0,977.0,11421.0,1271.0,120773,63760,EAGLE FORD,9114.0,15412.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),15515,8859,349.0,2014-05-19,28.800086100000005,-98.477575,28.780193599999997,-98.4784595,2.0,10020000.0,239869.0,6585.0,1.0,1.0,249.10759816420193
6802,42177332180000,O,MAKERS,3H,31321,6,3874.0,1489.0,4471.0,1846.0,105874,130818,EAGLE FORD,9120.0,16016.0,ARGENT ENERGY US HOLDINGS INC,KARNES FAULT ZONE (GULF COAST BASIN),16196,9039,345.0,2014-02-03,29.645647200000003,-97.2422889,29.6375067,-97.2209667,2.0,7788000.0,2019.0,7310.0,1.0,1.0,384.35725348477024
4018,42013348050000,O,MALLARD UNIT,1H,47975,6,4936.0,1218.0,14663.0,5683.0,147545,88533,EAGLE FORD,8943.0,14430.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),14515,8597,299.0,2013-11-26,28.855419399999995,-98.33568890000001,28.868227500000003,-98.3477648,2.0,8144000.0,193911.0,5518.0,1.0,1.0,246.75850891410047
4019,42255320030000,O,MANCHACA UNIT,1H,90112,6,21762.0,10800.0,26770.0,21331.0,270946,192004,EAGLE FORD,10300.0,16629.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),16720,10583,349.0,2011-07-29,29.0056666,-97.9926056,28.989194399999995,-97.981852,1.0,6266000.0,106378.0,6248.0,1.0,0.0,496.27791563275434
4020,42177328690000,O,MANFORD RANCH-CHANDLER 1,1H,32238,6,13025.0,4286.0,11675.0,4031.0,87072,58859,EAGLE FORD,7236.0,12588.0,FOREST OIL CORP,KARNES FAULT ZONE (GULF COAST BASIN),12713,7125,332.0,2013-02-19,29.3137119,-97.6689759,29.300796000000002,-97.6577397,28.0,4524000.0,68462.0,5506.0,27.0,1.0,329.0595009596929
4021,42177328700000,O,MANFORD RANCH-CHANDLER 2,1H,23347,6,12618.0,4159.0,8335.0,2291.0,65793,35215,AUSTIN /CHALK/ GROUP/,7493.0,12643.0,FOREST OIL CORP,KARNES FAULT ZONE (GULF COAST BASIN),12760,7146,332.0,2013-03-05,29.313819399999996,-97.6689619,29.3019312,-97.6558431,27.0,4370210.0,43559.0,5552.0,26.0,1.0,329.6084957996513
1832,42177328740000,O,MANFORD RANCH-HENRY 1,1 H,24123,6,11592.0,4010.0,10320.0,4283.0,57873,31768,EAGLE FORD,7593.0,13341.0,FOREST OIL CORP,KARNES FAULT ZONE (GULF COAST BASIN),13475,6405,332.0,2013-02-23,29.313657,-97.6689829,29.3267136,-97.68580490000001,23.0,166958.0,2503.0,6269.0,23.0,0.0,345.92822636300895
1833,42177328730000,O,MANFORD RANCH-HENRY 2,1 H,13294,6,10749.0,2932.0,1400.0,435.0,57698,50185,EAGLE FORD,7258.0,13432.0,FOREST OIL CORP,KARNES FAULT ZONE (GULF COAST BASIN),13560,6387,332.0,2013-03-01,29.3137669,-97.6689689,29.3284892,-97.68350059999999,31.0,5044670.0,73687.0,6354.0,30.0,1.0,272.769559959066
1412,42255323340000,G,MANGIONE 01,01H,93767,6,12241.0,32175.0,26052.0,64905.0,209914,613021,EAGLE FORD,12934.0,16905.0,PIONEER NATURAL RESOURCES USA INC,KARNES FAULT ZONE (GULF COAST BASIN),17035,12899,263.3,2012-03-02,28.894277799999998,-97.7971667,28.886055600000002,-97.7879472,2.0,3350000.0,65643.0,3763.0,1.0,1.0,2628.4617269830896
4022,42013352330000,O,MANGO UNIT,1H,76971,6,15024.0,8726.0,21453.0,18599.0,194263,166591,EAGLE FORD,9624.0,16051.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),16167,9507,357.0,2015-06-25,28.7589278,-98.4447,28.740022200000002,-98.4451917,1.0,10756000.0,265947.0,6634.0,1.0,0.0,580.8040468583599
4023,42177339640000,O,MANGROVE A,1H,88560,6,25577.0,27215.0,23321.0,28412.0,140833,272227,EAGLE FORD,11920.0,18982.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),19087,11310,302.0,2018-07-13,29.345347200000003,-97.3140583,29.359911100000005,-97.3304694,2.0,16298000.0,335445.0,7072.0,1.0,1.0,1064.0419126559018
5715,42177339650000,O,MANGROVE B,2H,129259,6,47594.0,50057.0,26312.0,30680.0,237489,383380,EAGLE FORD,11903.0,23078.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),23130,11115,300.0,2018-07-17,29.345411100000003,-97.31398890000001,29.367369399999998,-97.33968890000001,2.0,28704000.0,617873.0,11116.0,1.0,1.0,1051.750220616044
6804,42177339660000,O,MANGROVE C,3H,161745,6,54597.0,62085.0,49577.0,58408.0,247488,367085,EAGLE FORD,11900.0,22649.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),22749,11149,301.0,2018-07-19,29.345475,-97.31392220000001,29.3674111,-97.3377556,2.0,28762000.0,554071.0,10734.0,1.0,1.0,1137.1503928787297
7643,42177339670000,O,MANGROVE D,4H,208015,6,67649.0,70540.0,64124.0,81954.0,313530,457880,EAGLE FORD,11915.0,22589.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),22825,11104,300.0,2018-07-20,29.345538899999998,-97.31385279999999,29.3682167,-97.3371472,2.0,31128000.0,615220.0,10811.0,1.0,1.0,1042.7352954219575
4024,42255328940000,O,MANKA UNIT,1H,61728,6,762.0,521.0,3008.0,2248.0,249370,224363,EAGLE FORD,11381.0,16213.0,MURPHY EXPLORATION & PRODUCTION CO-USA,KARNES FAULT ZONE (GULF COAST BASIN),16365,11351,317.0,2013-01-24,28.9449527,-97.9349167,28.9311473,-97.9269369,2.0,6222000.0,159477.0,4862.0,1.0,1.0,683.7270341207349
4025,42255320070000,O,MANKA UNIT 1,1H,55745,6,8338.0,8347.0,11079.0,4272.0,293650,298268,EAGLE FORD,11653.0,16761.0,RILEY EXPLORATION LLC,KARNES FAULT ZONE (GULF COAST BASIN),16852,11433,303.0,2011-06-19,28.9464633,-97.9322906,28.932269899999998,-97.9231021,1.0,5968000.0,151895.0,5415.0,1.0,0.0,1001.0793955384985
4027,42177326090000,O,MANNING,1H,39949,6,16844.0,14412.0,11210.0,11350.0,127435,147801,EAGLE FORD,11306.0,15397.0,MARATHON OIL EF LLC,KARNES FAULT ZONE (GULF COAST BASIN),15500,10784,309.0,2012-07-21,29.4375,-97.2839,29.443193599999997,-97.29710229999999,2.0,4050000.0,692.0,4200.0,1.0,1.0,855.6162431726431
10148,42013354230000,O,MAR RANCH,A  1H,95018,6,2451.0,553.0,24747.0,5121.0,220908,94657,EAGLE FORD,8951.0,19964.0,ATLAS EAGLE FORD OPERATING CO LLC,KARNES FAULT ZONE (GULF COAST BASIN),20150,9154,419.0,2017-01-04,28.7032636,-98.6226871,28.7031695,-98.5877789,2.0,22134000.0,473991.0,11029.0,1.0,1.0,225.62219502243983
328,42123322520100,G,MARALDO A403,1,114958,6,29210.0,114175.0,28720.0,111395.0,557500,2275827,EAGLE FORD,13554.0,16380.0,BURLINGTON RESOURCES O&G CO LP,KARNES FAULT ZONE (GULF COAST BASIN),16567,13102,333.0,2010-01-08,29.121972200000002,-97.52167359999999,29.112493699999998,-97.5155231,2.0,4012000.0,950.0,3234.0,1.0,1.0,3908.76412187607
6806,42255321240000,O,MAREK UNIT,3H,84755,6,4124.0,5260.0,28238.0,29366.0,243205,252149,EAGLE FORD,11374.0,16950.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),17035,10743,387.0,2011-10-19,29.058255600000003,-97.7522972,29.071224600000004,-97.7665534,1.0,8426000.0,101913.0,5614.0,1.0,0.0,1275.4607177497576
4030,42255318480000,O,MARGARET,1H,37753,6,19035.0,8735.0,16080.0,8119.0,168476,453812,EAGLE FORD,11119.0,16423.0,RILEY EXPLORATION LLC,KARNES FAULT ZONE (GULF COAST BASIN),16667,10599,322.9,2011-01-23,28.9619717,-97.92056170000001,28.976136600000004,-97.93002779999999,1.0,8242000.0,154107.0,5526.0,1.0,0.0,458.8915156291043
5719,42255354920000,O,MARGARET ANN,2H,94294,6,24392.0,15467.0,33657.0,35331.0,183031,207937,EAGLE FORD,10900.0,14778.0,GULFTEX ENERGY IV LP,KARNES FAULT ZONE (GULF COAST BASIN),14875,10481,312.0,2017-07-08,28.9542,-97.9501472,28.963510600000003,-97.95845859999999,2.0,12842000.0,174206.0,3886.0,1.0,1.0,634.1013447031813
4032,42255320790000,O,MARGARET UNIT 3,1H,68532,6,2915.0,2090.0,13946.0,5351.0,246996,336982,EAGLE FORD,11408.0,16064.0,RILEY EXPLORATION LLC,KARNES FAULT ZONE (GULF COAST BASIN),16169,11518,272.0,2011-08-19,28.952466499999996,-97.91496629999999,28.940099600000003,-97.90680079999998,1.0,5528000.0,111739.0,4696.0,1.0,0.0,716.9811320754717
4034,42013348580000,O,MARIETTA UNIT,1H,58625,6,2759.0,669.0,13775.0,7347.0,171553,154085,EAGLE FORD,8872.0,15927.0,CINCO NATURAL RESOURCES CORP,KARNES FAULT ZONE (GULF COAST BASIN),15999,8589,373.0,2013-11-18,28.784122200000002,-98.55431109999999,28.7666162,-98.5393986,24.0,8245706.0,201137.0,7519.0,23.0,1.0,242.4791591156216
804,42297353620000,G,MARLENE OLSON,3,44262,6,1880.0,10197.0,11059.0,60339.0,152843,1395091,EAGLE FORD,12768.0,20275.0,BURLINGTON RESOURCES O&G CO LP,KARNES FAULT ZONE (GULF COAST BASIN),20601,11976,385.0,2013-09-19,28.701607799999998,-98.05018179999999,28.7247036,-98.0501307,2.0,4588000.0,69282.0,7971.0,1.0,1.0,5423.936170212766
1003,42123338040000,O,MARON UNIT A,5,132689,6,13259.0,25233.0,25872.0,50232.0,346944,784568,EAGLE FORD,13087.0,18383.0,BURLINGTON RESOURCES O&G CO LP,KARNES FAULT ZONE (GULF COAST BASIN),18536,12643,477.7,2015-03-24,29.0108583,-97.68665190000002,29.020744800000003,-97.7004009,2.0,8008000.0,181465.0,5317.0,1.0,1.0,1903.0846971868166
4035,42013349060000,O,MARS UNIT,1H,51256,6,7522.0,2856.0,12894.0,6298.0,175837,123932,EAGLE FORD,9053.0,15335.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),15451,8623,440.0,2014-02-22,28.711838899999996,-98.6219611,28.731003100000002,-98.62205440000001,2.0,12758000.0,259916.0,6390.0,1.0,1.0,379.68625365594255
9410,42177320960000,O,MARSHALL T R UNIT,7H,8592,6,428.0,1316.0,748.0,359.0,55779,56846,EAGLE FORD,11330.0,14769.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),14870,11302,362.1,2010-05-20,29.318469699999998,-97.4069344,29.311525899999996,-97.39711170000001,12.0,2754940.0,0.0,3391.0,36.0,-24.0,3074.766355140187
10825,42311345860100,O,MARTIN MASON,J  1H,22682,6,7088.0,5851.0,7859.0,6784.0,90688,63833,EAGLE FORD,9841.0,14816.0,CHESAPEAKE OPERATING INC,KARNES FAULT ZONE (GULF COAST BASIN),14920,9726,392.0,2011-09-18,28.5840466,-98.6926809,28.568905800000003,-98.6950821,2.0,5366000.0,95735.0,5019.0,1.0,1.0,825.479683972912
10818,42311345470000,O,MARTIN MASON B,I  4HH,35542,6,5545.0,4013.0,9035.0,7339.0,128031,95643,EAGLE FORD,9783.0,15337.0,CHESAPEAKE OPERATING INC,KARNES FAULT ZONE (GULF COAST BASIN),15450,9365,390.0,2011-07-05,28.584054,-98.692621,28.601148,-98.6952978,2.0,4262000.0,279284.0,5667.0,1.0,1.0,723.7150586113615
4038,42311342940000,O,MARTIN MASON UNIT E,1H,21633,6,9272.0,2583.0,4304.0,726.0,117000,29390,EAGLE FORD,9521.0,15580.0,CHESAPEAKE OPERATING INC,KARNES FAULT ZONE (GULF COAST BASIN),15685,9180,412.0,2011-03-02,28.618866999999998,-98.699409,28.636190799999998,-98.70058470000001,2.0,3934000.0,190790.0,0.0,1.0,1.0,278.5806729939603
10876,42311346610000,O,MARTIN MASON UNIT K,L  1H,40726,6,3748.0,2113.0,9176.0,3700.0,148691,112000,EAGLE FORD,9646.0,15714.0,CHESAPEAKE OPERATING INC,KARNES FAULT ZONE (GULF COAST BASIN),15814,9325,438.0,2012-04-27,28.601833000000003,-98.6880882,28.618727399999997,-98.68927640000001,2.0,7582000.0,130289.0,6153.0,1.0,1.0,563.7673425827107
5723,42311354650000,O,MARTIN MASON UNIT P,2H,30059,6,4288.0,1672.0,8134.0,2065.0,109977,49175,EAGLE FORD,9604.0,14510.0,CHESAPEAKE OPERATING INC,KARNES FAULT ZONE (GULF COAST BASIN),14689,9294,380.0,2013-10-17,28.6443881,-98.6814381,28.640205100000003,-98.6646964,2.0,5906000.0,100042.0,5054.0,1.0,1.0,389.92537313432837
4041,42311351090000,O,MARTIN MASON UNIT Q,1H,40002,6,7542.0,2014.0,10326.0,2869.0,142652,52672,EAGLE FORD,9471.0,14026.0,CHESAPEAKE OPERATING INC,KARNES FAULT ZONE (GULF COAST BASIN),14203,9042,409.0,2013-09-17,28.6339762,-98.7036862,28.6361309,-98.7192105,2.0,5224000.0,84335.0,4717.0,1.0,1.0,267.0379209758685
6808,42311348440000,O,MARTIN MASON UNIT U,3H,54303,6,3100.0,1779.0,12347.0,5071.0,161042,94273,EAGLE FORD,9955.0,16674.0,CHESAPEAKE OPERATING INC,KARNES FAULT ZONE (GULF COAST BASIN),16777,9515,401.0,2012-08-20,28.569371999999998,-98.677681,28.584341,-98.6907253,2.0,7952000.0,135545.0,6805.0,1.0,1.0,573.8709677419355
7649,42177325130000,O,MARTIN UNIT,4H,41006,6,14018.0,14162.0,15339.0,18110.0,120427,154587,EAGLE FORD,11873.0,15678.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),15850,11749,433.0,2012-04-10,29.432230600000004,-97.2500111,29.420661,-97.2534941,2.0,3836000.0,60384.0,3869.0,1.0,1.0,1010.272506777001
11158,42311345190000,O,MARTIN-MASON RANCH UNIT A,U  5H,27090,6,8829.0,3568.0,8093.0,3925.0,140897,72701,EAGLE FORD,10513.0,17802.0,CHESAPEAKE OPERATING INC,KARNES FAULT ZONE (GULF COAST BASIN),17920,9387,388.0,2011-06-14,28.569373,-98.67774399999999,28.587999699999997,-98.6860791,2.0,13748000.0,239860.0,7375.0,1.0,1.0,404.1227772114622
4043,42255332550000,O,MARTINEZ UNIT,1H,71166,6,18609.0,18390.0,17991.0,19687.0,237154,382708,EAGLE FORD,11187.0,18431.0,MARATHON OIL EF LLC,KARNES FAULT ZONE (GULF COAST BASIN),18583,11489,455.73,2013-08-19,28.882530900000003,-98.01245329999999,28.863057799999996,-98.0044137,2.0,6138000.0,107280.0,7151.0,1.0,1.0,988.2315008866677
330,42123328930000,O,MARTINEZ UNIT A,1,48546,6,708.0,1094.0,3039.0,5903.0,103660,388895,EAGLE FORD,12725.0,17264.0,BURLINGTON RESOURCES O&G CO LP,KARNES FAULT ZONE (GULF COAST BASIN),17466,12526,301.0,2012-12-06,29.3437722,-97.2771862,29.3358096,-97.2656874,2.0,5530000.0,84203.0,4764.0,1.0,1.0,1545.1977401129943
4044,42255321330000,O,MARTINEZ-HENKE UNIT,1H,58833,6,20071.0,13235.0,14722.0,10207.0,215820,176249,EAGLE FORD,11560.0,16377.0,MARATHON OIL EF LLC,KARNES FAULT ZONE (GULF COAST BASIN),16532,11364,411.0,2011-10-17,28.882536100000003,-98.0110694,28.867919699999998,-98.0030378,32.0,4474468.0,178831.0,4941.0,16.0,16.0,659.4090977031537
4046,42255317250000,O,MARY,1H,33532,6,7193.0,4480.0,10916.0,9581.0,118282,143540,EAGLE FORD,11899.0,15985.0,RILEY EXPLORATION LLC,KARNES FAULT ZONE (GULF COAST BASIN),16085,11685,452.5,2010-08-23,29.130709399999997,-97.6755393,29.118818599999997,-97.6703779,14.0,4205000.0,92028.0,4292.0,14.0,0.0,622.8277492006117
5729,42013347940000,O,MARY GARY,2H,41888,6,10159.0,13.0,12785.0,22.0,134622,111341,EAGLE FORD,9105.0,14766.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),14861,8519,404.0,2013-10-26,28.664724,-98.7292472,28.682081699999998,-98.7253411,2.0,10178000.0,197718.0,5841.0,1.0,1.0,1.2796535092036618
331,42297350520000,O,MARY KRAUSE UNIT A,1,61957,6,1001.0,2397.0,648.0,83.0,214524,784305,EAGLE FORD,12403.0,17486.0,BURLINGTON RESOURCES O&G CO LP,KARNES FAULT ZONE (GULF COAST BASIN),17922,11727,273.0,2012-02-20,28.686944399999994,-98.1052778,28.701088399999996,-98.1115208,2.0,715645.0,82217.0,5382.0,1.0,1.0,2394.6053946053944
4048,42013352830000,O,MASSARO UNIT,1H,67362,6,629.0,641.0,17568.0,7467.0,212674,131923,EAGLE FORD,8344.0,15635.0,MURPHY EXPLORATION & PRODUCTION CO-USA,KARNES FAULT ZONE (GULF COAST BASIN),15801,7819,452.0,2015-05-14,28.811758299999997,-98.5351722,28.8270016,-98.5527228,2.0,12304000.0,259939.0,7423.0,1.0,1.0,1019.0779014308426
4049,42297353490000,O,MASSEY BALDWIN,1H,64223,6,5335.0,5221.0,20241.0,34990.0,161298,359059,EAGLE FORD,11505.0,16115.0,MARATHON OIL EF LLC,RIO GRANDE EMBAYMENT (GULF COAST BASIN),16248,11626,269.0,2013-06-08,28.606330600000003,-98.2936194,28.603475699999997,-98.27943499999999,2.0,3676000.0,62619.0,4538.0,1.0,1.0,978.6316776007498
4050,42123329210000,O,MATADOR COWEY ORCA,1H,54188,6,9676.0,70630.0,14231.0,112456.0,222422,1846040,EAGLE FORD,13593.0,16925.0,MATADOR PRODUCTION CO,KARNES FAULT ZONE (GULF COAST BASIN),17080,13677,411.0,2012-11-05,29.071105600000003,-97.513125,29.067930600000004,-97.50313059999999,2.0,4440000.0,96701.0,3225.0,1.0,1.0,7299.503927242662
4051,42255322800000,O,MATADOR DANYSH ORCA,1H,27388,6,18742.0,24962.0,6201.0,7011.0,125807,185396,EAGLE FORD,11537.0,16499.0,MATADOR PRODUCTION CO,KARNES FAULT ZONE (GULF COAST BASIN),16710,10889,417.09,2012-01-23,28.820233,-98.07606700000001,28.832131300000004,-98.087878,1.0,6332000.0,0.0,5372.0,1.0,0.0,1331.8749333048768
4052,42123327830000,O,MATADOR K LOVE ORCA,1H,108853,6,34870.0,45699.0,36488.0,44948.0,284610,506395,EAGLE FORD,13048.0,18100.0,MATADOR PRODUCTION CO,KARNES FAULT ZONE (GULF COAST BASIN),18292,12100,407.0,2012-05-19,29.118203,-97.5802259,29.1261245,-97.5945504,2.0,6518000.0,127858.0,5626.0,1.0,1.0,1310.553484370519
9759,42255334810000,O,MATADOR PAWELEK DANYSH ORCA SA,8H,73553,6,4383.0,4427.0,17602.0,13261.0,246653,303327,EAGLE FORD,11130.0,16305.0,MATADOR PRODUCTION CO,KARNES FAULT ZONE (GULF COAST BASIN),16415,11042,447.0,2013-12-10,28.825734399999998,-98.09519329999999,28.815049100000003,-98.08237290000001,2.0,10908000.0,214498.0,5184.0,1.0,1.0,1010.0387862194843
4053,42255323410000,O,MATADOR PAWELEK ORCA,1H,52270,6,11337.0,13378.0,13510.0,20839.0,184518,322060,EAGLE FORD,11231.0,17334.0,MATADOR PRODUCTION CO,KARNES FAULT ZONE (GULF COAST BASIN),17510,11090,452.0,2012-03-13,28.824876,-98.096663,28.810687800000004,-98.0828186,2.0,7362000.0,136149.0,6172.0,1.0,1.0,1180.0299902972567
4054,42255331500000,O,MATADOR SICKENIUS A,1H,96742,6,7480.0,1804.0,21777.0,9052.0,293291,344146,EAGLE FORD,10902.0,16596.0,MATADOR PRODUCTION CO,KARNES FAULT ZONE (GULF COAST BASIN),16770,10817,476.0,2013-05-11,28.9023555,-98.10968620000001,28.8884284,-98.09687159999999,2.0,8158000.0,229652.0,5811.0,1.0,1.0,241.1764705882353
5735,42255326310000,O,MATADOR SICKENIUS ORCA,2H,75420,6,6655.0,3040.0,20755.0,15287.0,229224,155038,EAGLE FORD,10829.0,16811.0,MATADOR PRODUCTION CO,KARNES FAULT ZONE (GULF COAST BASIN),16971,10834,456.0,2012-07-23,28.903016700000002,-98.1082222,28.886887599999998,-98.09819370000001,2.0,8364000.0,180058.0,5987.0,1.0,1.0,456.79939894815925
1414,42123324550000,G,MATEJEK 01,01H,147121,6,16965.0,73021.0,36983.0,163218.0,433263,1917376,EAGLE FORD,13530.0,17943.0,PIONEER NATURAL RESOURCES USA INC,KARNES FAULT ZONE (GULF COAST BASIN),18140,13362,372.0,2011-06-17,29.038101,-97.5595552,29.0446695,-97.5735005,2.0,3594000.0,70646.0,4376.0,1.0,1.0,4304.214559386974
4056,42255328570000,O,MATIRAAN UNIT,1H,24050,6,10204.0,5754.0,4734.0,2064.0,77069,51130,EAGLE FORD,8453.0,13800.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),13913,8427,447.0,2012-11-27,29.1264527,-97.85431949999999,29.1285723,-97.836186,2.0,5748000.0,75380.0,5370.0,1.0,1.0,563.8965111720894
4058,42013352380000,O,MATT DAVIS JR,1H,36615,6,2079.0,1240.0,8792.0,6106.0,118203,76646,EAGLE FORD,8028.0,12332.0,CABOT OIL & GAS CORP,KARNES FAULT ZONE (GULF COAST BASIN),12453,7561,485.0,2014-12-13,28.7579,-98.74275,28.7712402,-98.74723409999999,2.0,9930000.0,137822.0,4445.0,3.0,-1.0,596.4405964405964
333,42255334720000,O,MATTE UNIT A,1,93485,6,874.0,615.0,19163.0,11989.0,374124,317090,EAGLE FORD,11839.0,16706.0,BURLINGTON RESOURCES O&G CO LP,KARNES FAULT ZONE (GULF COAST BASIN),16895,11905,509.0,2014-06-24,29.1108222,-97.65316390000001,29.108202399999996,-97.63989190000001,2.0,7346000.0,98173.0,0.0,1.0,1.0,703.6613272311213
5737,42177336540000,O,MATTHEWS NORTH UNIT,2H,42163,6,7018.0,2786.0,9066.0,3580.0,143695,63137,EAGLE FORD,9682.0,18381.0,EARTHSTONE OPERATING LLC,KARNES FAULT ZONE (GULF COAST BASIN),18480,10145,374.0,2015-08-22,29.662470399999997,-97.17373149999999,29.643723699999995,-97.154043,2.0,11612000.0,275193.0,8637.0,1.0,1.0,396.9791963522371
4060,42177336460000,O,MATTHEWS SOUTH UNIT,1H,48382,6,5803.0,1914.0,11364.0,4086.0,187788,89216,EAGLE FORD,9961.0,17450.0,EARTHSTONE OPERATING LLC,KARNES FAULT ZONE (GULF COAST BASIN),17525,10238,370.0,2015-07-16,29.6496334,-97.1732728,29.630195500000003,-97.1582314,2.0,10312000.0,247550.0,7485.0,1.0,1.0,329.82939858693777
4061,42013343070100,O,MAUCH UNIT,1H,36029,6,10114.0,11910.0,7610.0,11523.0,164389,171372,AUSTIN /CHALK/ GROUP/,10619.0,15374.0,HILCORP ENERGY CO,KARNES FAULT ZONE (GULF COAST BASIN),15643,11013,398.0,2010-07-07,28.762705600000004,-98.1730611,28.7512125,-98.16407059999999,1.0,3708000.0,205953.0,4548.0,2.0,-1.0,1177.5756377298794
4062,42013345880000,O,MAUCH-HENKE UNIT,1H,37046,6,5355.0,3497.0,11835.0,7559.0,108510,102903,EAGLE FORD,10954.0,15744.0,MARATHON OIL EF LLC,KARNES FAULT ZONE (GULF COAST BASIN),15960,10506,435.0,2012-09-14,28.764143800000003,-98.1735702,28.7755392,-98.1836389,2.0,3858000.0,62085.0,4895.0,1.0,1.0,653.0345471521942
4063,42013344120000,O,MAUCH-KRUEGER UNIT,1H,28630,6,13062.0,14341.0,6946.0,6842.0,119197,151930,EAGLE FORD,11105.0,15457.0,MARATHON OIL EF LLC,KARNES FAULT ZONE (GULF COAST BASIN),15599,11111,387.0,2011-09-02,28.751530600000002,-98.17045279999999,28.741400199999998,-98.1603918,13.0,3072179.0,147539.0,4309.0,13.0,0.0,1097.9176236410963
646,42123332770000,O,MAURER UNIT A,2,124913,6,21201.0,32723.0,24332.0,38593.0,478870,782139,EAGLE FORD,12975.0,18202.0,BURLINGTON RESOURCES O&G CO LP,KARNES FAULT ZONE (GULF COAST BASIN),18456,12157,322.0,2013-11-24,29.1372222,-97.53,29.146794500000002,-97.54701920000001,2.0,8020000.0,112224.0,5631.0,1.0,1.0,1543.4649308994858
919,42123333890000,O,MAURER UNIT B,4,118758,6,16434.0,24138.0,22725.0,35487.0,381094,354538,EAGLE FORD,12909.0,16629.0,BURLINGTON RESOURCES O&G CO LP,KARNES FAULT ZONE (GULF COAST BASIN),16803,12203,303.0,2014-12-02,29.1480222,-97.5261678,29.1555723,-97.53532779999999,2.0,9482000.0,162019.0,3972.0,1.0,1.0,1468.7842278203725
